"","site_location","site_name","svmp_region","contract_dnr_number","planting_date.x","planted_area_m2.x","number_shoots.x","monitoring_org","monitoring_date","veg_presence","planting_method.x","shoot_count","veg_area_m2","shoot_density_m2","days_since_planted","survival","notes.x","notes2","plantingID","planting_location_code","planting_date.y","planting_method.y","donor_site_code","subproj_code","activity_type","planting_geometry","parallel_length_m","perpendicular_length_m","plot_area_m2","planted_area_m2.y","effective_area_planted_m2","number_planting_units","number_shoots.y","plot_shoot_density_m2","planted_area_shoot_density_m2","notes.y","plt_date_match","plt_area_match","num_shoots_match","plt_method_match"
"171","Herron Island","Herron Island - PNNL - test - 2015","CPS","IAA 12-317.1",2015-03-12,"25",500,"DNR",2016-07-02,"absent","staple",0,NA,NA,NA,0,"DNR snorkel monitoring. No Zm observed.",NA,"HRI__2015-03-12__staple__WNB","HRI",2015-03-12,"staple","WNB","zos_rest_ps__DNR__PNNL","test","point",5,5,25,25,0.625,125,500,20,20,"""mega""-bundles were planted with 260 shoots on 26 staples outside of the plot and south","match","match","match","match"
"172","Hunter Point","Edgewater - north - PNNL - test - 2015","SPS","IAA 12-317.1",2015-05-18,"25",500,"DNR",2015-08-13,"present","staple",NA,NA,NA,87,NA,"DNR snorkel monitoring. Zm present, looked OK, but not great.",NA,"HPT_north_2__2015-05-18__staple__THC","HPT_north_2",2015-05-18,"staple","THC","zos_rest_ps__DNR__PNNL","test","point",5,5,25,25,0.625,125,500,20,20,"SW corner of plot, depth taken at NE corner of plot","match","match","match","match"
"173","Hunter Point","Edgewater - north - PNNL - test - 2015","SPS","IAA 12-317.1",2015-05-18,"25",500,"DNR",2016-05-23,"present","staple",NA,NA,NA,371,NA,"DNR boat monitoring. Lots of Zm at site. Looks encouraging. Photos in Edgewater folder.",NA,"HPT_north_2__2015-05-18__staple__THC","HPT_north_2",2015-05-18,"staple","THC","zos_rest_ps__DNR__PNNL","test","point",5,5,25,25,0.625,125,500,20,20,"SW corner of plot, depth taken at NE corner of plot","match","match","match","match"
"174","Hunter Point","Edgewater - north - PNNL - test - 2015","SPS","IAA 12-317.1",2015-05-18,"25",500,"DNR",2016-07-02,"present","staple",NA,NA,NA,411,NA,"DNR snorkel monitoring. Plants looked great! Sensors cleaned.",NA,"HPT_north_2__2015-05-18__staple__THC","HPT_north_2",2015-05-18,"staple","THC","zos_rest_ps__DNR__PNNL","test","point",5,5,25,25,0.625,125,500,20,20,"SW corner of plot, depth taken at NE corner of plot","match","match","match","match"
"175","Hunter Point","Edgewater - north - PNNL - test - 2015","SPS","IAA 12-317.1",2015-05-18,"25",500,"DNR",2016-07-18,"present","staple",480,NA,NA,427,0.96,"DNR snorkel monitoring. 2 reproductive shoots. Swapped PAR sensors",NA,"HPT_north_2__2015-05-18__staple__THC","HPT_north_2",2015-05-18,"staple","THC","zos_rest_ps__DNR__PNNL","test","point",5,5,25,25,0.625,125,500,20,20,"SW corner of plot, depth taken at NE corner of plot","match","match","match","match"
"176","Hunter Point","Edgewater - north - PNNL - test - 2015","SPS","IAA 12-317.1",2015-05-18,"25",500,"DNR",2016-08-18,"present","staple",NA,NA,NA,458,NA,"DNR snorkel monitoring. Zm looked good, but not expanding much. Collected PAR sensor.",NA,"HPT_north_2__2015-05-18__staple__THC","HPT_north_2",2015-05-18,"staple","THC","zos_rest_ps__DNR__PNNL","test","point",5,5,25,25,0.625,125,500,20,20,"SW corner of plot, depth taken at NE corner of plot","match","match","match","match"
"177","Hunter Point","Edgewater - north - PNNL - test - 2015","SPS","IAA 12-317.1",2015-05-18,"25",500,"DNR",2017-05-27,"present","staple",227,NA,NA,740,0.454,"DNR snorkel monitoring. Pulled helical anchors and PVC posts delineating plot.",NA,"HPT_north_2__2015-05-18__staple__THC","HPT_north_2",2015-05-18,"staple","THC","zos_rest_ps__DNR__PNNL","test","point",5,5,25,25,0.625,125,500,20,20,"SW corner of plot, depth taken at NE corner of plot","match","match","match","match"
"178","Hunter Point","Edgewater - north - PNNL - test - 2015","SPS","IAA 12-317.1",2015-05-18,"25",500,"DNR",2019-08-14,"absent","staple",0,NA,NA,1549,0,"DNR boat monitoring. Floated over site but did not observe any Zm.",NA,"HPT_north_2__2015-05-18__staple__THC","HPT_north_2",2015-05-18,"staple","THC","zos_rest_ps__DNR__PNNL","test","point",5,5,25,25,0.625,125,500,20,20,"SW corner of plot, depth taken at NE corner of plot","match","match","match","match"
"179","Hunter Point","Edgewater - north - PNNL - test - deep - 2020","SPS","0",2020-06-29,"6",600,"PNNL",2021-04-20,"absent","rebar",6,7.5,0.8,295,0.01,"Y","6 shoots on 2 rhizomes... hardly any eelgrass in site. collected screwanchors and some rebar","HPT_north_2__2020-06-29__rebar__RKB","HPT_north_2",2020-06-29,"rebar","RKB","zos_rec_ps__USACE__PNNL","test","point",3,2.5,7.5,6,0.6,24,600,80,100,"4 extra rebar planted at this site, 60 deg az, mixed fines fairly compact some kelp but can see mostly sand, baseline 14' offshore 15'","match","match","match","match"
"180","Hunter Point","Edgewater - south - PNNL - test - 2015","SPS","IAA 12-317.1",2015-05-18,"25",500,"DNR",2015-08-13,"present","staple",NA,NA,NA,87,NA,"DNR snorkel monitoring. Few Zm plants remaining.",NA,"HPT_south_1__2015-05-18__staple__THC","HPT_south_1",2015-05-18,"staple","THC","zos_rest_ps__DNR__PNNL","test","point",5,5,25,25,0.625,125,500,20,20,"SW corner of plot","match","match","match","match"
"181","Hunter Point","Edgewater - south - PNNL - test - 2015","SPS","IAA 12-317.1",2015-05-18,"25",500,"DNR",2016-05-23,"absent","staple",0,NA,NA,371,0,"DNR boat monitoring.",NA,"HPT_south_1__2015-05-18__staple__THC","HPT_south_1",2015-05-18,"staple","THC","zos_rest_ps__DNR__PNNL","test","point",5,5,25,25,0.625,125,500,20,20,"SW corner of plot","match","match","match","match"
"182","Hunter Point","Edgewater - south - PNNL - test - 2015","SPS","IAA 12-317.1",2015-05-18,"25",500,"DNR",2017-05-27,"absent","staple",0,NA,NA,740,0,"DNR snorkel monitoring. No Zm. Pulled helical anchors and PVC posts delineating plot.",NA,"HPT_south_1__2015-05-18__staple__THC","HPT_south_1",2015-05-18,"staple","THC","zos_rest_ps__DNR__PNNL","test","point",5,5,25,25,0.625,125,500,20,20,"SW corner of plot","match","match","match","match"
"183","Hunter Point","Edgewater - south - PNNL - test - deep - 2020","SPS","0",2020-06-29,"5",500,"PNNL",2021-04-20,"absent","rebar",0,6.25,0,295,0,"Y","No eelgrass, can still see rebar but suspect current was too strong, collected rebar and screw anchors","HPT_south_2__2020-06-29__rebar__RKB","HPT_south_2",2020-06-29,"rebar","RKB","zos_rec_ps__USACE__PNNL","test","point",2.5,2.5,6.25,5,0.5,20,500,80,100,"10deg az, course and compacted sand with lots of fines, lots of algae but still lots of sand visible","match","match","match","match"
"184","Joemma Beach State Park","Joemma Beach State Park - Mid - Puck 1 - 2018","CPS","0",2018-07-14,"0.25",63,"DNR",2019-08-01,"present","puck",202,0.25,808,383,3.20634920634921,"DNR snorkel monitoring. Zm looked great. Pucks removed.",NA,"JSP_mid_1__2018-07-14__pucks__DPW","JSP_mid_1",2018-07-14,"pucks","DPW","dnr__DNR__unspecified","test","point",0.5,0.5,0.25,0.25,0.07065,9,63,252,252,"Transplanted 9 ceramic pucks with 7 shoots per puck in a 0.25 m2 area. 3 replicates total along a 16 m transect between the north and south points.","match","match","match","no_match"
"185","Joemma Beach State Park","Joemma Beach State Park - Mid - Puck 1 - 2018","CPS","0",2018-07-14,"0.25",63,"DNR",2020-07-21,"present","puck",NA,NA,NA,738,NA,"DNR snorkel monitoring. Zm looked great. Pucks removed.",NA,"JSP_mid_1__2018-07-14__pucks__DPW","JSP_mid_1",2018-07-14,"pucks","DPW","dnr__DNR__unspecified","test","point",0.5,0.5,0.25,0.25,0.07065,9,63,252,252,"Transplanted 9 ceramic pucks with 7 shoots per puck in a 0.25 m2 area. 3 replicates total along a 16 m transect between the north and south points.","match","match","match","no_match"
"186","Joemma Beach State Park","Joemma Beach State Park - Mid - Puck 2 - 2018","CPS","0",2018-07-14,"0.25",63,"DNR",2019-08-01,"present","puck",386,0.25,1544,383,6.12698412698413,"DNR snorkel monitoring. Zm looked great. Pucks removed. 377 shoots + 9 reproductive shoots.",NA,"JSP_mid_2__2018-07-14__pucks__DPW","JSP_mid_2",2018-07-14,"pucks","DPW","dnr__DNR__unspecified","test","point",0.5,0.5,0.25,0.25,0.07065,9,63,252,252,"Transplanted 9 ceramic pucks with 7 shoots per puck in a 0.25 m2 area. 3 replicates total along a 16 m transect between the north and south points.","match","match","match","no_match"
"187","Joemma Beach State Park","Joemma Beach State Park - Mid - Puck 2 - 2018","CPS","0",2018-07-14,"0.25",63,"DNR",2020-07-21,"present","puck",NA,NA,NA,738,NA,"DNR snorkel monitoring. Zm looked great. Pucks removed. 377 shoots + 9 reproductive shoots.",NA,"JSP_mid_2__2018-07-14__pucks__DPW","JSP_mid_2",2018-07-14,"pucks","DPW","dnr__DNR__unspecified","test","point",0.5,0.5,0.25,0.25,0.07065,9,63,252,252,"Transplanted 9 ceramic pucks with 7 shoots per puck in a 0.25 m2 area. 3 replicates total along a 16 m transect between the north and south points.","match","match","match","no_match"
"188","Joemma Beach State Park","Joemma Beach State Park - Mid - Puck 3 - 2018","CPS","0",2018-07-14,"0.25",63,"DNR",2019-08-01,"present","puck",92,0.25,368,383,1.46031746031746,"DNR snorkel monitoring. Zm looked great. Pucks removed.",NA,"JSP_mid_3__2018-07-14__pucks__DPW","JSP_mid_3",2018-07-14,"pucks","DPW","dnr__DNR__unspecified","test","point",0.5,0.5,0.25,0.25,0.07065,9,63,252,252,"Northern most replicate. Transplanted 9 ceramic pucks with 7 shoots per puck in a 0.25 m2 area. 3 replicates total along a 16 m transect between the north and south points.","match","match","match","no_match"
"189","Joemma Beach State Park","Joemma Beach State Park - Mid - Puck 3 - 2018","CPS","0",2018-07-14,"0.25",63,"DNR",2020-07-21,"present","puck",NA,NA,NA,738,NA,"DNR snorkel monitoring. Zm looked great. Pucks removed.",NA,"JSP_mid_3__2018-07-14__pucks__DPW","JSP_mid_3",2018-07-14,"pucks","DPW","dnr__DNR__unspecified","test","point",0.5,0.5,0.25,0.25,0.07065,9,63,252,252,"Northern most replicate. Transplanted 9 ceramic pucks with 7 shoots per puck in a 0.25 m2 area. 3 replicates total along a 16 m transect between the north and south points.","match","match","match","no_match"
"190","Joemma Beach State Park","Joemma Beach State Park - Mid - Rebar 1 - 2018","CPS","0",2018-07-14,"0.25",63,"DNR",2019-08-01,"present","rebar",230,0.25,920,383,3.65079365079365,"DNR snorkel monitoring. Zm looked great. Rebar removed. 229 shoots + 1 reproductive shoot.",NA,"JSP_mid_1__2018-07-14__rebar__DPW","JSP_mid_1",2018-07-14,"rebar","DPW","dnr__DNR__unspecified","test","point",0.5,0.5,0.25,0.25,0.075,3,63,252,252,"Southern most replicate. Transplanted 3, 50 cm long lengths of rebar with 21 shoots each in a 0.25 m2 area.  3 replicates total along a 16 m transect between the north and south points.","match","match","match","match"
"191","Joemma Beach State Park","Joemma Beach State Park - Mid - Rebar 1 - 2018","CPS","0",2018-07-14,"0.25",63,"DNR",2020-07-21,"present","rebar",NA,NA,NA,738,NA,"DNR snorkel monitoring. Zm looked great. Rebar removed. 229 shoots + 1 reproductive shoot.",NA,"JSP_mid_1__2018-07-14__rebar__DPW","JSP_mid_1",2018-07-14,"rebar","DPW","dnr__DNR__unspecified","test","point",0.5,0.5,0.25,0.25,0.075,3,63,252,252,"Southern most replicate. Transplanted 3, 50 cm long lengths of rebar with 21 shoots each in a 0.25 m2 area.  3 replicates total along a 16 m transect between the north and south points.","match","match","match","match"
"192","Joemma Beach State Park","Joemma Beach State Park - Mid - Rebar 2 - 2018","CPS","0",2018-07-14,"0.25",63,"DNR",2019-08-01,"present","rebar",303,0.25,1212,383,4.80952380952381,"DNR snorkel monitoring. Zm looked great. Rebar removed. 298 shoots + 5 reproductive shoots.",NA,"JSP_mid_2__2018-07-14__rebar__DPW","JSP_mid_2",2018-07-14,"rebar","DPW","dnr__DNR__unspecified","test","point",0.5,0.5,0.25,0.25,0.075,3,63,252,252,"Transplanted 3, 50 cm long lengths of rebar with 21 shoots each in a 0.25 m2 area.  3 replicates total along a 16 m transect between the north and south points.","match","match","match","match"
"193","Joemma Beach State Park","Joemma Beach State Park - Mid - Rebar 2 - 2018","CPS","0",2018-07-14,"0.25",63,"DNR",2020-07-21,"present","rebar",NA,NA,NA,738,NA,"DNR snorkel monitoring. Zm looked great. Rebar removed. 298 shoots + 5 reproductive shoots.",NA,"JSP_mid_2__2018-07-14__rebar__DPW","JSP_mid_2",2018-07-14,"rebar","DPW","dnr__DNR__unspecified","test","point",0.5,0.5,0.25,0.25,0.075,3,63,252,252,"Transplanted 3, 50 cm long lengths of rebar with 21 shoots each in a 0.25 m2 area.  3 replicates total along a 16 m transect between the north and south points.","match","match","match","match"
"194","Joemma Beach State Park","Joemma Beach State Park - Mid - Rebar 3 - 2018","CPS","0",2018-07-14,"0.25",63,"DNR",2019-08-01,"present","rebar",235,0.25,940,383,3.73015873015873,"DNR snorkel monitoring. Zm looked great. Rebar removed.",NA,"JSP_mid_3__2018-07-14__rebar__DPW","JSP_mid_3",2018-07-14,"rebar","DPW","dnr__DNR__unspecified","test","point",0.5,0.5,0.25,0.25,0.075,3,63,252,252,"Transplanted 3, 50 cm long lengths of rebar with 21 shoots each in a 0.25 m2 area.  3 replicates total along a 16 m transect between the north and south points..","match","match","match","match"
"195","Joemma Beach State Park","Joemma Beach State Park - Mid - Rebar 3 - 2018","CPS","0",2018-07-14,"0.25",63,"DNR",2020-07-21,"present","rebar",NA,NA,NA,738,NA,"DNR snorkel monitoring. Zm looked great. Rebar removed.",NA,"JSP_mid_3__2018-07-14__rebar__DPW","JSP_mid_3",2018-07-14,"rebar","DPW","dnr__DNR__unspecified","test","point",0.5,0.5,0.25,0.25,0.075,3,63,252,252,"Transplanted 3, 50 cm long lengths of rebar with 21 shoots each in a 0.25 m2 area.  3 replicates total along a 16 m transect between the north and south points..","match","match","match","match"
"196","Joemma Beach State Park","Joemma Beach State Park - southeast - PNNL - test - 2015","CPS","IAA 12-317.1",2015-06-09,"25",500,"DNR",2015-07-29,"present","staple",NA,NA,NA,50,NA,"DNR snorkel monitoring. Few Zm shoots observed covered with ulvoids. Kelp crab present. Photos in Joemma_SP_way_South folder.",NA,"JSP_southeast__2015-06-09__staple__Mix","JSP_southeast",2015-06-09,"staple","Mix","zos_rest_ps__DNR__PNNL","test","point",5,5,25,25,0.625,125,500,20,20,"planned, site is between JSP and Taylor Bay","match","match","match","match"
"197","Joemma Beach State Park","Joemma Beach State Park Mid - DNR - BESE - AG - 1 - 2017","CPS","0",2017-05-25,"8.0000000000000002E-3",12,"DNR",2017-05-28,"present","staple",11,0.008,1375,3,0.916666666666667,"DNR snorkel monitoring. Canopy height also recorded. Reproductive shoots listed on data sheet are not included in shoot count as these were planted 3 days earlier.",NA,"JSP_mid_AG1__2017-05-25__staple__DPW","JSP_mid_AG1",2017-05-25,"staple","DPW","bese__DNR__unspecified","test","point",1,1,1,0.008,0.015,3,12,12,1500,"Biodegradable ecosystem engineering elements (BESE) for Marjolijn Christianen, Wageningen University & Research, Netherlands. Overall area was 1 m2. Actual was 0.1 m2 (10 x 10 cm area in center of BESE. 3 planting units with 4 shoots each. DuPont Wharf shoots.","match","no_match","match","match"
"198","Joemma Beach State Park","Joemma Beach State Park Mid - DNR - BESE - AG - 1 - 2017","CPS","0",2017-05-25,"8.0000000000000002E-3",12,"DNR",2017-07-22,"present","staple",3,0.008,375,58,0.25,"DNR snorkel monitoring. Canopy height also recorded. Reproductive shoots listed on data sheet are not included in shoot count here as these were planted in May.",NA,"JSP_mid_AG1__2017-05-25__staple__DPW","JSP_mid_AG1",2017-05-25,"staple","DPW","bese__DNR__unspecified","test","point",1,1,1,0.008,0.015,3,12,12,1500,"Biodegradable ecosystem engineering elements (BESE) for Marjolijn Christianen, Wageningen University & Research, Netherlands. Overall area was 1 m2. Actual was 0.1 m2 (10 x 10 cm area in center of BESE. 3 planting units with 4 shoots each. DuPont Wharf shoots.","match","no_match","match","match"
"199","Joemma Beach State Park","Joemma Beach State Park Mid - DNR - BESE - AG - 1 - 2017","CPS","0",2017-05-25,"8.0000000000000002E-3",12,"DNR",2017-08-20,"absent","staple",0,0,NA,87,0,"DNR snorkel monitoring. Canopy height also recorded. Reproductive shoots listed on data sheet are not included in shoot count here as these were planted in May.",NA,"JSP_mid_AG1__2017-05-25__staple__DPW","JSP_mid_AG1",2017-05-25,"staple","DPW","bese__DNR__unspecified","test","point",1,1,1,0.008,0.015,3,12,12,1500,"Biodegradable ecosystem engineering elements (BESE) for Marjolijn Christianen, Wageningen University & Research, Netherlands. Overall area was 1 m2. Actual was 0.1 m2 (10 x 10 cm area in center of BESE. 3 planting units with 4 shoots each. DuPont Wharf shoots.","match","no_match","match","match"
"200","Joemma Beach State Park","Joemma Beach State Park Mid - DNR - BESE - AG - 1 - 2017","CPS","0",2017-05-25,"8.0000000000000002E-3",12,"DNR",2017-12-04,"absent","staple",0,NA,NA,193,0,"DNR snorkel monitoring. Canopy height recorded. Did not measure rhizome extension to estimate status area.",NA,"JSP_mid_AG1__2017-05-25__staple__DPW","JSP_mid_AG1",2017-05-25,"staple","DPW","bese__DNR__unspecified","test","point",1,1,1,0.008,0.015,3,12,12,1500,"Biodegradable ecosystem engineering elements (BESE) for Marjolijn Christianen, Wageningen University & Research, Netherlands. Overall area was 1 m2. Actual was 0.1 m2 (10 x 10 cm area in center of BESE. 3 planting units with 4 shoots each. DuPont Wharf shoots.","match","no_match","match","match"
"201","Joemma Beach State Park","Joemma Beach State Park Mid - DNR - BESE - AG - 1 - 2017","CPS","0",2017-05-25,"8.0000000000000002E-3",12,"DNR",2018-01-30,"absent","staple",0,0,NA,250,0,"DNR snorkel monitoring. Canopy height also recorded. Status area calculated as area of circle based on diameter measured. A= (pi)r2. 20 cm circle of plants = 3.14*(10)^2.",NA,"JSP_mid_AG1__2017-05-25__staple__DPW","JSP_mid_AG1",2017-05-25,"staple","DPW","bese__DNR__unspecified","test","point",1,1,1,0.008,0.015,3,12,12,1500,"Biodegradable ecosystem engineering elements (BESE) for Marjolijn Christianen, Wageningen University & Research, Netherlands. Overall area was 1 m2. Actual was 0.1 m2 (10 x 10 cm area in center of BESE. 3 planting units with 4 shoots each. DuPont Wharf shoots.","match","no_match","match","match"
"202","Joemma Beach State Park","Joemma Beach State Park Mid - DNR - BESE - AG - 1 - 2017","CPS","0",2017-05-25,"8.0000000000000002E-3",12,"DNR",2018-05-15,"absent","staple",0,NA,NA,355,0,"DNR snorkel monitoring.",NA,"JSP_mid_AG1__2017-05-25__staple__DPW","JSP_mid_AG1",2017-05-25,"staple","DPW","bese__DNR__unspecified","test","point",1,1,1,0.008,0.015,3,12,12,1500,"Biodegradable ecosystem engineering elements (BESE) for Marjolijn Christianen, Wageningen University & Research, Netherlands. Overall area was 1 m2. Actual was 0.1 m2 (10 x 10 cm area in center of BESE. 3 planting units with 4 shoots each. DuPont Wharf shoots.","match","no_match","match","match"
"203","Joemma Beach State Park","Joemma Beach State Park Mid - DNR - BESE - AG - 1 - 2017","CPS","0",2017-05-25,"8.0000000000000002E-3",12,"DNR",2018-07-11,"absent","staple",0,NA,NA,412,0,NA,NA,"JSP_mid_AG1__2017-05-25__staple__DPW","JSP_mid_AG1",2017-05-25,"staple","DPW","bese__DNR__unspecified","test","point",1,1,1,0.008,0.015,3,12,12,1500,"Biodegradable ecosystem engineering elements (BESE) for Marjolijn Christianen, Wageningen University & Research, Netherlands. Overall area was 1 m2. Actual was 0.1 m2 (10 x 10 cm area in center of BESE. 3 planting units with 4 shoots each. DuPont Wharf shoots.","match","no_match","match","match"
